,id,retweet_count,favorite_count
945,756939218950160384,2258,7251
946,756651752796094464,1489,5539
947,756526248105566208,4089,11362
948,756303284449767430,1212,4314
949,756288534030475264,14780,28091
950,756275833623502848,1720,7025
951,755955933503782912,3236,7985
952,755206590534418437,6045,17978
953,755110668769038337,12422,23147
954,754874841593970688,9027,0
955,754856583969079297,2836,7503
956,754747087846248448,585,2812
957,754482103782404096,2188,5791
958,754449512966619136,826,4100
959,754120377874386944,2616,8551
960,754011816964026368,4033,9598
961,753655901052166144,2451,6376
962,753420520834629632,4007,8619
963,753398408988139520,2150,6315
964,753375668877008896,2613,8299
965,753298634498793472,6503,0
966,753294487569522689,1168,3711
967,753039830821511168,23556,40509
968,753026973505581056,1096,4232
969,752932432744185856,7642,13777
970,752917284578922496,1756,7484
971,752701944171524096,3239,0
972,752682090207055872,1808,6555
973,752660715232722944,1764,4816
974,752568224206688256,2560,6066
975,752519690950500352,3853,8051
976,752334515931054080,1243,4164
977,752309394570878976,18704,0
978,752173152931807232,2075,6486
979,751950017322246144,1043,3366
980,751937170840121344,1503,5698
981,751830394383790080,2190,6335
982,751793661361422336,3265,6396
983,751598357617971201,3382,8588
984,751583847268179968,1249,4799
985,751538714308972544,1420,5481
986,751456908746354688,1114,3485
987,751251247299190784,6569,13613
988,751205363882532864,2049,6868
989,751132876104687617,1459,5550
990,750868782890057730,1566,5233
991,750719632563142656,5645,14435
992,750506206503038976,1286,4859
993,750429297815552001,4843,14375
994,750383411068534784,1281,4944
995,750381685133418496,36,748
996,750147208377409536,1080,3366
997,750132105863102464,1413,3944
998,750117059602808832,1444,4692
999,750101899009982464,942,3310
1000,750086836815486976,610,2359
1001,750071704093859840,3737,8553
1002,750056684286914561,994,3400
1003,750041628174217216,691,3455
1004,750026558547456000,877,2953
1005,750011400160841729,1018,3529
1006,749996283729883136,902,3292
1007,749981277374128128,2739,5557
1008,749774190421639168,1478,5057
1009,749417653287129088,1875,6637
1010,749403093750648834,612,2858
1011,749395845976588288,3887,9362
1012,749317047558017024,2470,5981
1013,749075273010798592,2316,6271
1014,749064354620928000,1690,5219
1015,749036806121881602,877,3375
1016,748977405889503236,3824,11699
1017,748932637671223296,2515,6367
1018,748705597323898880,1053,3005
1019,748699167502000129,1792,5146
1020,748692773788876800,1481,4601
1021,748575535303884801,2230,6602
1022,748568946752774144,756,2378
1023,748346686624440324,1389,5666
1024,748337862848962560,4621,8345
1025,748324050481647620,857,4027
1026,748307329658011649,801,3984
1027,748220828303695873,8701,15328
1028,747963614829678593,2409,6301
1029,747933425676525569,2853,7208
1030,747885874273214464,1104,3204
1031,747844099428986880,836,3041
1032,747816857231626240,1299,5274
1033,747651430853525504,177,1499
1034,747648653817413632,6513,14009
1035,747600769478692864,611,2523
1036,747594051852075008,1189,4005
1037,747512671126323200,1774,6033
1038,747461612269887489,1161,4206
1039,747439450712596480,2157,5903
1040,747242308580548608,3213,0
1041,747219827526344708,1763,5718
1042,747204161125646336,1025,3677
1043,747103485104099331,4483,10412
1044,746906459439529985,332,3129
1045,746872823977771008,2397,6504
1046,746818907684614144,1917,5738
1047,746790600704425984,1786,5284
1048,746757706116112384,4352,10359
1049,746726898085036033,2004,6554
1050,746542875601690625,2074,5460
1051,746521445350707200,1093,0
1052,746507379341139972,1212,5031
1053,746369468511756288,1833,6552
1054,746131877086527488,2460,7464
1055,746056683365994496,918,3852
1056,745789745784041472,1190,4373
1057,745712589599014916,2597,7555
1058,745433870967832576,2840,7710
1059,745422732645535745,2729,9291
1060,745314880350101504,3085,7747
1061,745074613265149952,3919,8482
1062,745057283344719872,2551,7836
1063,744995568523612160,703,3239
1064,744971049620602880,2993,8534
1065,744709971296780288,1735,6063
1066,744334592493166593,2383,7326
1067,744234799360020481,78258,129414
1068,744223424764059648,418,1841
1069,743980027717509120,1215,4497
1070,743895849529389061,1068,3938
1071,743835915802583040,2342,0
1072,743609206067040256,1533,4853
1073,743595368194129920,7315,19988
1074,743545585370791937,1048,3818
1075,743510151680958465,4114,8559
1076,743253157753532416,1346,4560
1077,743222593470234624,2126,6695
1078,743210557239623680,1522,4149
1079,742534281772302336,3950,7627
1080,742528092657332225,2208,4817
1081,742465774154047488,4313,7844
1082,742423170473463808,4245,10677
1083,742385895052087300,2224,7361
1084,742161199639494656,1528,4696
1085,742150209887731712,1743,5578
1086,741793263812808706,1677,4920
1087,741743634094141440,3085,8841
1088,741438259667034112,929,3973
1089,741303864243200000,3591,9504
1090,741099773336379392,6147,10845
1091,741067306818797568,3442,10208
1092,740995100998766593,3097,6926
1093,740711788199743490,1044,3690
1094,740699697422163968,869,3065
1095,740676976021798912,7559,19622
1096,740373189193256964,14821,37518
1097,740365076218183684,484,2685
1098,740359016048689152,949,3569
1099,740214038584557568,2184,7225
1100,739979191639244800,6582,21593
1101,739932936087216128,1196,4391
1102,739844404073074688,942,4088
1103,739623569819336705,1521,4127
1104,739606147276148736,1846,5835
1105,739544079319588864,23896,43087
1106,739485634323156992,3262,7780
1107,739238157791694849,51515,74082
1108,738891149612572673,6,115
1109,738885046782832640,1262,4073
1110,738883359779196928,903,3620
1111,738537504001953792,1734,5503
1112,738402415918125056,941,3540
1113,738184450748633089,1338,4667
1114,738166403467907072,3783,9499
1115,738156290900254721,738,2739
1116,737826014890496000,1970,5680
1117,737800304142471168,3838,10796
1118,737678689543020544,1487,5450
1119,737445876994609152,4966,11150
1120,737322739594330112,890,3901
1121,737310737551491075,8218,15843
1122,736736130620620800,1943,4670
1123,736392552031657984,8248,19196
1124,736365877722001409,1386,4323
1125,736225175608430592,3063,8768
1126,736010884653420544,3296,8546
1127,735991953473572864,1273,3885
1128,735648611367784448,1214,4337
1129,735635087207878657,2617,6685
1130,735274964362878976,4634,9488
1131,735256018284875776,976,3630
1132,735137028879360001,1077,3375
1133,734912297295085568,569,2950
1134,734787690684657664,6994,13557
1135,734776360183431168,603,2705
1136,734559631394082816,443,1621
1137,733828123016450049,863,3874
1138,733822306246479872,1128,3969
1139,733482008106668032,1050,3393
1140,733460102733135873,1427,4543
1141,733109485275860992,17286,44017
1142,732732193018155009,592,2640
1143,732726085725589504,983,3810
1144,732585889486888962,853,3967
1145,732375214819057664,2790,8720
1146,732005617171337216,6051,16105
1147,731285275100512256,1079,3755
1148,731156023742988288,1408,4134
1149,730924654643314689,2200,6606
1150,730573383004487680,2394,5316
1151,730427201120833536,1159,3748
1152,730211855403241472,1160,4122
1153,730196704625098752,2134,5270
1154,729854734790754305,1239,4335
1155,729838605770891264,423,1837
1156,729823566028484608,1375,4305
1157,729463711119904772,2548,6253
1158,729113531270991872,364,2033
1159,728986383096946689,901,3415
1160,728760639972315136,1881,5027
1161,728751179681943552,746,3005
1162,728653952833728512,1155,3569
1163,728409960103686147,2228,5300
1164,728387165835677696,1056,3947
1165,728046963732717569,1296,4648
1166,728035342121635841,1845,4892
1167,728015554473250816,1208,4417
1168,727685679342333952,700,3158
1169,727644517743104000,1929,6351
1170,727524757080539137,1358,4822
1171,727314416056803329,826,3574
1172,727286334147182592,909,3275
1173,727175381690781696,1515,4156
1174,727155742655025152,1473,3925
1175,726935089318363137,2707,7407
1176,726887082820554753,1662,4133
1177,726828223124897792,1114,3821
1178,726224900189511680,1278,4743
1179,725842289046749185,2922,7592
1180,725786712245440512,1499,4470
1181,725729321944506368,1968,5578
1182,725458796924002305,693,1517
1183,724983749226668032,1438,3985
1184,724771698126512129,710,2555
1185,724405726123311104,1819,5714
1186,724049859469295616,1953,4668
1187,724046343203856385,610,2861
1188,724004602748780546,1757,4503
1189,723912936180330496,1353,4181
1190,723688335806480385,3285,8319
1191,723673163800948736,988,3249
1192,723179728551723008,2072,5693
1193,722974582966214656,1732,4423
1194,722613351520608256,1805,5327
1195,721503162398597120,2087,5021
1196,721001180231503872,681,2716
1197,720785406564900865,852,3356
1198,720775346191278080,746,2668
1199,720415127506415616,1648,4438
1200,720389942216527872,2784,6891
1201,720340705894408192,1079,3083
1202,720059472081784833,1251,4179
1203,720043174954147842,2211,5270
1204,719991154352222208,1940,5207
1205,719704490224398336,1606,4905
1206,719551379208073216,2142,5435
1207,719367763014393856,813,2987
1208,719339463458033665,1376,4743
1209,719332531645071360,1052,3667
1210,718971898235854848,1213,3759
1211,718939241951195136,1938,5643
1212,718631497683582976,8942,20414
1213,718613305783398402,531,2628
1214,718540630683709445,1118,2679
1215,718460005985447936,590,2902
1216,718454725339934721,1659,5234
1217,718246886998687744,558,2076
1218,718234618122661888,1109,4156
1219,717841801130979328,658,2629
1220,717790033953034240,1250,3122
1221,717537687239008257,2033,6194
1222,717428917016076293,503,1719
1223,717421804990701568,932,3393
1224,717047459982213120,2106,6740
1225,717009362452090881,1085,3522
1226,716802964044845056,1296,4586
1227,716791146589110272,1460,5154
1228,716730379797970944,468,1318
1229,716447146686459905,6503,14125
1230,716439118184652801,243,2539
1231,716285507865542656,1202,2999
1232,716080869887381504,1924,5255
1233,715928423106027520,973,3444
1234,715758151270801409,1573,4023
1235,715733265223708672,1879,5022
1236,715704790270025728,623,3015
1237,715696743237730304,1429,4200
1238,715680795826982913,1789,4651
1239,715360349751484417,1739,5879
1240,715342466308784130,759,3252
1241,715220193576927233,727,2590
1242,715200624753819648,2081,5507
1243,715009755312439296,1375,4484
1244,714982300363173890,1143,4038
1245,714962719905021952,4735,7916
1246,714957620017307648,1566,4449
1247,714631576617938945,1106,3511
1248,714606013974974464,1027,3886
1249,714485234495041536,1287,2917
1250,714258258790387713,797,3236
1251,714251586676113411,932,3513
1252,714214115368108032,972,2445
1253,714141408463036416,1545,4615
1254,713919462244790272,856,3505
1255,713909862279876608,602,2047
1256,713900603437621249,822,3026
1257,713761197720473600,1522,5237
1258,713411074226274305,1422,4732
1259,713177543487135744,3130,7758
1260,713175907180089344,1606,4802
1261,712809025985978368,7466,20080
1262,712717840512598017,5515,13310
1263,712668654853337088,1348,4477
1264,712438159032893441,1724,5728
1265,712309440758808576,26,267
1266,712097430750289920,1156,4090
1267,712092745624633345,1001,3169
1268,712085617388212225,547,3484
1269,712065007010385924,695,2424
1270,711998809858043904,137,0
1271,711968124745228288,2555,8663
1272,711743778164514816,1089,3059
1273,711732680602345472,4566,9612
1274,711694788429553666,20187,35388
1275,711652651650457602,1020,4169
1276,711363825979756544,1266,3937
1277,711306686208872448,806,3557
1278,711008018775851008,695,3229
1279,710997087345876993,1543,4902
1280,710844581445812225,763,2742
1281,710833117892898816,595,2901
1282,710658690886586372,626,2486
1283,710609963652087808,2592,5165
1284,710588934686908417,2076,4910
1285,710296729921429505,818,2545
1286,710283270106132480,571,2282
1287,710272297844797440,1397,4868
1288,710269109699739648,1236,2579
1289,710153181850935296,987,3118
1290,710140971284037632,987,2981
1291,710117014656950272,2206,5926
1292,709918798883774466,1189,3209
1293,709901256215666688,109,724
1294,709852847387627521,1317,3773
1295,709566166965075968,1344,3805
1296,709556954897764353,1183,3540
1297,709519240576036864,270,1596
1298,709449600415961088,655,2394
1299,709409458133323776,769,2824
1300,709225125749587968,637,2581
1301,709207347839836162,6456,13582
1302,709198395643068416,707,2598
1303,709179584944730112,750,2183
1304,709158332880297985,461,2203
1305,709042156699303936,1829,5138
1306,708853462201716736,727,1923
1307,708845821941387268,993,3188
1308,708834316713893888,555,1828
1309,708810915978854401,7705,17784
1310,708738143638450176,898,2952
1311,708711088997666817,811,2747
1312,708479650088034305,754,2731
1313,708469915515297792,909,3316
1314,708400866336894977,11166,17274
1315,708356463048204288,1502,3892
1316,708349470027751425,817,2516
1317,708149363256774660,1701,4589
1318,708130923141795840,930,3652
1319,708119489313951744,1083,2896
1320,708109389455101952,600,2088
1321,708026248782585858,2134,4707
1322,707995814724026368,1248,3343
1323,707983188426153984,2,51
1324,707969809498152960,1078,2906
1325,707776935007539200,1054,3532
1326,707741517457260545,684,2686
1327,707738799544082433,2738,4425
1328,707693576495472641,1106,3699
1329,707629649552134146,974,2791
1330,707610948723478529,7116,18327
1331,707420581654872064,774,2457
1332,707411934438625280,666,2450
1333,707387676719185920,1459,3781
1334,707377100785885184,1192,3548
1335,707315916783140866,713,2660
1336,707297311098011648,889,2976
1337,707059547140169728,749,2766
1338,707038192327901184,889,2371
1339,707021089608753152,1524,4378
1340,707014260413456384,655,2476
1341,706904523814649856,8691,15731
1342,706901761596989440,668,2230
1343,706681918348251136,1078,3575
1344,706644897839910912,1211,2778
1345,706593038911545345,702,2327
1346,706538006853918722,1559,3726
1347,706516534877929472,1137,3350
1348,706346369204748288,1023,3714
1349,706310011488698368,8861,23145
1350,706291001778950144,516,1831
1351,706265994973601792,1014,2935
1352,706169069255446529,2471,4227
1353,706166467411222528,1786,5539
1354,706153300320784384,426,1612
1355,705975130514706432,825,3348
1356,705970349788291072,996,3389
1357,705898680587526145,627,2558
1358,705786532653883392,587,2100
1359,705591895322394625,1288,3420
1360,705475953783398401,1027,3197
1361,705442520700944385,1831,4803
1362,705428427625635840,1898,4121
1363,705239209544720384,836,3234
1364,705223444686888960,886,2783
1365,705102439679201280,575,2320
1366,705066031337840642,671,2339
1367,704871453724954624,1236,4545
1368,704859558691414016,603,2432
1369,704847917308362754,1702,5522
1370,704819833553219584,1119,2855
1371,704761120771465216,3213,7169
1372,704499785726889984,1108,3169
1373,704491224099647488,95,826
1374,704480331685040129,1178,3671
1375,704364645503647744,3937,8687
1376,704347321748819968,386,1704
1377,704134088924532736,514,1632
1378,704113298707505153,620,2004
1379,704054845121142784,1014,3163
1380,703774238772166656,517,1991
1381,703769065844768768,1254,3565
1382,703631701117943808,761,2807
1383,703611486317502464,1687,4171
1384,703425003149250560,1533,4108
1385,703407252292673536,767,2654
1386,703382836347330562,1266,3783
1387,703356393781329922,426,2055
1388,703268521220972544,612,2122
1389,703079050210877440,3426,7961
1390,703041949650034688,13925,28588
1391,702932127499816960,804,2785
1392,702899151802126337,501,1746
1393,702684942141153280,1197,3474
1394,702671118226825216,621,2368
1395,702598099714314240,3647,11179
1396,702539513671897089,1069,3096
1397,702332542343577600,1720,3454
1398,702321140488925184,1140,3557
1399,702276748847800320,846,2665
1400,702217446468493312,1489,5195
1401,701981390485725185,1094,3705
1402,701952816642965504,1132,4118
1403,701889187134500865,1532,3854
1404,701805642395348998,1871,3703
1405,701601587219795968,514,2253
1406,701570477911896070,1037,3043
1407,701545186879471618,671,2869
1408,701214700881756160,5703,13277
1409,700890391244103680,640,2402
1410,700864154249383937,678,2796
1411,700847567345688576,552,2617
1412,700796979434098688,1067,2636
1413,700747788515020802,10438,24773
1414,700518061187723268,893,2844
1415,700505138482569216,634,2454
1416,700462010979500032,2006,4481
1417,700167517596164096,824,2861
1418,700151421916807169,738,2425
1419,700143752053182464,3073,8162
1420,700062718104104960,769,2841
1421,700029284593901568,647,2234
1422,700002074055016451,1503,3577
1423,699801817392291840,1075,3297
1424,699788877217865730,548,2434
1425,699779630832685056,1377,2996
1426,699775878809702401,675,2114
1427,699691744225525762,5096,11094
1428,699446877801091073,2898,6413
1429,699434518667751424,568,2352
1430,699423671849451520,373,1483
1431,699413908797464576,682,2223
1432,699370870310113280,489,2030
1433,699323444782047232,967,3412
1434,699088579889332224,701,2420
1435,699079609774645248,729,2637
1436,699072405256409088,1308,3241
1437,699060279947165696,2020,4096
1438,699036661657767936,1322,2825
1439,698989035503689728,1091,3666
1440,698953797952008193,1002,2924
1441,698907974262222848,687,2751
1442,698710712454139905,761,2675
1443,698703483621523456,421,1574
1444,698635131305795584,378,1381
1445,698549713696649216,689,2505
1446,698355670425473025,502,2014
1447,698342080612007937,1057,2454
1448,698262614669991936,2241,5127
1449,698195409219559425,6636,18161
1450,698178924120031232,816,3045
1451,697995514407682048,366,1642
1452,697990423684476929,1433,3553
1453,697943111201378304,764,2597
1454,697881462549430272,1318,3263
1455,697630435728322560,601,1885
1456,697616773278015490,1123,3413
1457,697596423848730625,1403,3266
1458,697575480820686848,562,2211
1459,697516214579523584,1259,2248
1460,697482927769255936,756,2617
1461,697463031882764288,1535,3697
1462,697270446429966336,2062,5045
1463,697259378236399616,1114,3559
1464,697255105972801536,1292,3261
1465,697242256848379904,737,2714
1466,696900204696625153,1136,3457
1467,696894894812565505,749,2545
1468,696886256886657024,1986,5231
1469,696877980375769088,790,2648
1470,696754882863349760,392,1588
1471,696744641916489729,1059,2260
1472,696713835009417216,735,2574
1473,696518437233913856,1863,4217
1474,696490539101908992,167,1321
1475,696488710901260288,1147,2753
1476,696405997980676096,1266,3477
1477,696100768806522880,737,2095
1478,695816827381944320,1301,3242
1479,695794761660297217,866,3446
1480,695767669421768709,836,2025
1481,695629776980148225,2341,4941
1482,695446424020918272,2000,4714
1483,695409464418041856,3957,9321
1484,695314793360662529,1646,3947
1485,695095422348574720,677,2842
1486,695074328191332352,1225,3071
1487,695064344191721472,672,1742
1488,695051054296211456,877,2874
1489,694925794720792577,1017,2916
1490,694905863685980160,1041,3000
1491,694669722378485760,15728,36572
1492,694356675654983680,323,1631
1493,694352839993344000,691,2205
1494,694342028726001664,547,1701
1495,694329668942569472,555,2170
1496,694206574471057408,2268,4527
1497,694183373896572928,1031,3186
1498,694001791655137281,1162,3652
1499,693993230313091072,450,2023
1500,693942351086120961,409,1865
1501,693647888581312512,661,2922
1502,693644216740769793,143,1449
1503,693642232151285760,462,2751
1504,693629975228977152,884,2652
1505,693622659251335168,412,1664
1506,693590843962331137,2191,5485
1507,693582294167244802,287,1783
1508,693486665285931008,685,1908
1509,693280720173801472,1385,3625
1510,693267061318012928,911,2575
1511,693262851218264065,561,2416
1512,693231807727280129,822,3085
1513,693155686491000832,3567,8545
1514,693109034023534592,684,1858
1515,693095443459342336,516,2024
1516,692919143163629568,827,2890
1517,692905862751522816,982,2640
1518,692901601640583168,671,1940
1519,692894228850999298,899,2474
1520,692828166163931137,980,3106
1521,692752401762250755,4055,7394
1522,692568918515392513,1710,4675
1523,692535307825213440,1504,3455
1524,692530551048294401,468,1989
1525,692423280028966913,259,1595
1526,692417313023332352,3851,10134
1527,692187005137076224,914,2721
1528,692158366030913536,887,2326
1529,692142790915014657,434,1766
1530,692041934689402880,1412,3671
1531,692017291282812928,1067,3099
1532,691820333922455552,1829,4263
1533,691793053716221953,4664,8808
1534,691756958957883396,1147,3130
1535,691675652215414786,568,2090
1536,691483041324204033,644,2566
1537,691459709405118465,1280,4395
1538,691444869282295808,942,2860
1539,691416866452082688,8519,20955
1540,691321916024623104,736,2790
1541,691096613310316544,1007,3209
1542,691090071332753408,379,1841
1543,690989312272396288,3217,6417
1544,690959652130045952,1403,3861
1545,690938899477221376,2216,4475
1546,690932576555528194,1130,3559
1547,690735892932222976,1428,4078
1548,690728923253055490,583,2343
1549,690690673629138944,882,2507
1550,690649993829576704,316,1413
1551,690607260360429569,19,306
1552,690597161306841088,671,2126
1553,690400367696297985,502,2017
1554,690374419777196032,964,3504
1555,690360449368465409,993,2882
1556,690348396616552449,562,1620
1557,690248561355657216,461,1818
1558,690021994562220032,1158,3022
1559,690015576308211712,820,2704
1560,690005060500217858,1878,3955
1561,689999384604450816,418,1539
1562,689993469801164801,510,1593
1563,689977555533848577,494,1475
1564,689905486972461056,772,2618
1565,689877686181715968,1320,3258
1566,689835978131935233,841,2339
1567,689661964914655233,1029,3455
1568,689659372465688576,4327,11257
1569,689623661272240129,730,2422
1570,689599056876867584,6143,12609
1571,689557536375177216,511,2227
1572,689517482558820352,1588,3679
1573,689289219123089408,1039,2436
1574,689283819090870273,1231,3564
1575,689280876073582592,803,2165
1576,689275259254616065,278,1249
1577,689255633275777024,1196,2778
1578,689154315265683456,1114,3311
1579,689143371370250240,576,2195
1580,688916208532455424,968,2953
1581,688908934925697024,860,2278
1582,688898160958271489,878,2278
1583,688894073864884227,783,2418
1584,688828561667567616,414,1480
1585,688804835492233216,222,1030
1586,688789766343622656,737,2392
1587,688547210804498433,778,2826
1588,688519176466644993,810,2487
1589,688385280030670848,4952,10072
1590,688211956440801280,932,2400
1591,688179443353796608,658,2288
1592,688116655151435777,876,3054
1593,688064179421470721,402,1854
1594,687841446767013888,2827,5921
1595,687826841265172480,1263,2949
1596,687818504314159109,1066,2715
1597,687807801670897665,781,2591
1598,687732144991551489,734,1909
1599,687704180304273409,939,2634
1600,687664829264453632,570,2095
1601,687494652870668288,645,2077
1602,687480748861947905,279,1730
1603,687476254459715584,606,2148
1604,687460506001633280,604,2203
1605,687399393394311168,695,2052
1606,687317306314240000,10216,21776
1607,687312378585812992,2119,4706
1608,687127927494963200,2547,5926
1609,687124485711986689,564,2340
1610,687109925361856513,2760,6286
1611,687102708889812993,1102,2532
1612,687096057537363968,683,2423
1613,686947101016735744,3529,9306
1614,686760001961103360,1531,3802
1615,686749460672679938,1639,3769
1616,686730991906516992,1330,4498
1617,686683045143953408,896,3022
1618,686618349602762752,1520,3988
1619,686606069955735556,601,2037
1620,686394059078897668,759,1900
1621,686386521809772549,987,3507
1622,686377065986265092,631,2396
1623,686358356425093120,759,2376
1624,686286779679375361,1859,4336
1625,686050296934563840,828,2388
1626,686035780142297088,135,1257
1627,686034024800862208,1310,3369
1628,686007916130873345,467,2673
1629,686003207160610816,719,1974
1630,685973236358713344,601,2286
1631,685943807276412928,684,1774
1632,685906723014619143,3249,8156
1633,685681090388975616,140,2198
1634,685667379192414208,649,2532
1635,685663452032069632,1630,3512
1636,685641971164143616,868,3166
1637,685547936038666240,17465,35692
1638,685532292383666176,1284,3289
1639,685325112850124800,4450,10300
1640,685321586178670592,725,2869
1641,685315239903100929,1211,3617
1642,685307451701334016,490,2233
1643,685268753634967552,1345,3366
1644,685198997565345792,749,2512
1645,685169283572338688,1596,4436
1646,684969860808454144,432,2479
1647,684959798585110529,3496,7207
1648,684940049151070208,1165,3476
1649,684926975086034944,539,3794
1650,684914660081053696,1635,3785
1651,684902183876321280,599,2023
1652,684880619965411328,923,2272
1653,684830982659280897,24081,38012
1654,684800227459624960,1101,2936
1655,684594889858887680,3951,9703
1656,684588130326986752,1573,4452
1657,684567543613382656,1390,3262
1658,684538444857667585,1073,2881
1659,684481074559381504,1304,4187
1660,684460069371654144,618,2140
1661,684241637099323392,3669,8861
1662,684225744407494656,237,1343
1663,684222868335505415,1536,4163
1664,684200372118904832,1150,2353
1665,684195085588783105,585,2071
1666,684188786104872960,1317,3769
1667,684177701129875456,751,2181
1668,684147889187209216,1666,3222
1669,684122891630342144,532,2144
1670,684097758874210310,1601,4448
1671,683857920510050305,1240,4105
1672,683852578183077888,394,2085
1673,683849932751646720,1099,2840
1674,683834909291606017,1243,2837
1675,683828599284170753,1174,3012
1676,683773439333797890,1508,3627
1677,683742671509258241,3721,7062
1678,683515932363329536,3239,7959
1679,683498322573824003,1070,3418
1680,683481228088049664,1101,2842
1681,683462770029932544,751,2642
1682,683449695444799489,1796,4218
1683,683391852557561860,2657,8236
1684,683357973142474752,1048,3185
1685,683142553609318400,1160,3106
1686,683111407806746624,1021,3686
1687,683098815881154561,725,2330
1688,683078886620553216,624,2142
1689,683030066213818368,810,2331
1690,682962037429899265,18679,40122
1691,682808988178739200,206,1918
1692,682788441537560576,1244,2665
1693,682750546109968385,486,1643
1694,682697186228989953,396,1415
1695,682662431982772225,1191,3294
1696,682638830361513985,670,2224
1697,682429480204398592,1291,3716
1698,682406705142087680,1976,8201
1699,682393905736888321,758,2399
1700,682389078323662849,515,1802
1701,682303737705140231,1114,3337
1702,682259524040966145,1360,4515
1703,682242692827447297,1323,3515
1704,682088079302213632,11065,19856
1705,682059653698686977,1886,5371
1706,682047327939461121,1076,3480
1707,682032003584274432,2255,7125
1708,682003177596559360,1699,3405
1709,681981167097122816,1144,2994
1710,681891461017812993,937,2661
1711,681694085539872773,4499,13809
1712,681679526984871937,494,1889
1713,681654059175129088,1029,2861
1714,681610798867845120,523,2070
1715,681579835668455424,1461,3839
1716,681523177663676416,6503,15519
1717,681340665377193984,309,1776
1718,681339448655802368,4524,10057
1719,681320187870711809,848,2885
1720,681302363064414209,2041,4271
1721,681297372102656000,1070,3442
1722,681281657291280384,1234,3475
1723,681261549936340994,303,1570
1724,681242418453299201,609,1616
1725,681231109724700672,534,2583
1726,681193455364796417,1658,4016
1727,680970795137544192,738,2629
1728,680959110691590145,2218,4927
1729,680940246314430465,1193,3483
1730,680934982542561280,490,2243
1731,680913438424612864,694,2582
1732,680889648562991104,410,1914
1733,680836378243002368,1491,3720
1734,680805554198020098,742,2339
1735,680801747103793152,914,2562
1736,680798457301471234,1165,3089
1737,680609293079592961,798,2852
1738,680583894916304897,1491,3891
1739,680497766108381184,2136,4584
1740,680494726643068929,535,1853
1741,680473011644985345,833,2739
1742,680440374763077632,555,1562
1743,680221482581123072,323,1573
1744,680206703334408192,1304,3068
1745,680191257256136705,568,2313
1746,680176173301628928,1737,4208
1747,680161097740095489,816,2498
1748,680145970311643136,1942,3899
1749,680130881361686529,1060,2484
1750,680115823365742593,1016,2930
1751,680100725817409536,1521,3835
1752,680085611152338944,9873,13790
1753,680070545539371008,972,2777
1754,680055455951884288,7933,18027
1755,679877062409191424,715,2127
1756,679872969355714560,737,2334
1757,679862121895714818,689,2649
1758,679854723806179328,1375,3106
1759,679844490799091713,870,2562
1760,679828447187857408,15575,39179
1761,679777920601223168,1255,3346
1762,679736210798047232,898,2267
1763,679729593985699840,919,2330
1764,679722016581222400,528,1789
1765,679530280114372609,2306,5137
1766,679527802031484928,809,2862
1767,679511351870550016,1435,3650
1768,679503373272485890,1652,3430
1769,679475951516934144,713,2264
1770,679462823135686656,20932,34344
1771,679405845277462528,1344,2572
1772,679158373988876288,9027,23229
1773,679148763231985668,1143,2992
1774,679132435750195208,1293,3208
1775,679111216690831360,2851,6432
1776,679062614270468097,9153,18464
1777,679047485189439488,764,2430
1778,679001094530465792,1363,3041
1779,678991772295516161,1315,2510
1780,678969228704284672,517,1773
1781,678800283649069056,998,2772
1782,678798276842360832,1324,3755
1783,678774928607469569,1024,2997
1784,678767140346941444,1532,3810
1785,678764513869611008,534,1755
1786,678755239630127104,3684,7693
1787,678740035362037760,1900,4043
1788,678708137298427904,2710,5994
1789,678675843183484930,1660,3093
1790,678643457146150913,480,2219
1791,678446151570427904,1755,4292
1792,678424312106393600,2835,5836
1793,678410210315247616,2034,4568
1794,678399652199309312,30379,61593
1795,678396796259975168,467,1714
1796,678389028614488064,464,2004
1797,678380236862578688,1000,2617
1798,678341075375947776,597,1866
1799,678334497360859136,297,1402
1800,678278586130948096,6726,12362
1801,678255464182861824,412,1701
1802,678023323247357953,434,2073
1803,678021115718029313,7042,14796
1804,677961670166224897,1852,3653
1805,677918531514703872,453,1449
1806,677895101218201600,2351,5197
1807,677716515794329600,1084,3278
1808,677700003327029250,1592,3640
1809,677698403548192770,356,1313
1810,677687604918272002,932,2640
1811,677673981332312066,1653,3577
1812,677662372920729601,1082,2101
1813,677644091929329666,877,2011
1814,677573743309385728,809,2285
1815,677565715327688705,508,1385
1816,677557565589463040,1295,2625
1817,677547928504967168,4007,7438
1818,677530072887205888,247,1142
1819,677335745548390400,1985,3278
1820,677334615166730240,324,1458
1821,677331501395156992,263,1171
1822,677328882937298944,1659,3887
1823,677314812125323265,601,1764
1824,677301033169788928,460,1336
1825,677269281705472000,778,2129
1826,677228873407442944,1809,3782
1827,677187300187611136,1015,2928
1828,676975532580409345,1181,2968
1829,676957860086095872,895,2360
1830,676949632774234114,440,1388
1831,676948236477857792,966,2317
1832,676946864479084545,419,1820
1833,676942428000112642,845,2219
1834,676936541936185344,5422,13621
1835,676916996760600576,1976,3181
1836,676897532954456065,805,2396
1837,676864501615042560,786,2249
1838,676821958043033607,17261,24742
1839,676819651066732545,727,1927
1840,676811746707918848,466,1511
1841,676776431406465024,2210,5317
1842,676617503762681856,1087,3097
1843,676613908052996102,213,1158
1844,676606785097199616,485,2010
1845,676603393314578432,432,1253
